datasetKey	title	total_species	worms_species	worms_percentage	total_occurrences
8fb455fb-2eac-45f1-bfcb-fb0a5264ea79	Regionally Integrated Marine Database (RINKAI), managed by JAMBIO, an association of Japanese university-based marine stations	269	205	76.2081784386617	313
139a966c-22d5-486b-bff2-cfcbccd6fdfc	Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC	2885	2410	83.53552859618716	476103
0e988b71-2cc1-4cd3-a026-ef14c056b05c	Coastal and Marine Species Database	167	146	87.42514970059881	401
928304f1-d313-47cd-b17b-0232bc27b727	Seasearch Marine Surveys in Ireland	966	806	83.436853002070393	58966
29c713af-3f97-4c0a-bb6d-c09c1cef5f72	Queens University Belfast Marine Research Data	196	117	59.693877551020414	653
11ddb6e5-7bc8-4478-9e80-5c85c1a08ae2	Consultancy Contract Surveys - Marine Species Records	643	588	91.44634525660965	10333
71bc8e1a-0dbd-4a5f-8b3c-ef278252f6bb	Porcupine Marine Natural History Society Records	543	417	76.79558011049724	3677
379156c8-c268-4537-aea4-83d94cc785f5	IZIKO: Marine Invertebrate Collection (1900-2011)	2154	2129	98.8393686165274	8015
4ad368c4-b33a-41d8-a8ce-e0ba4d9e5863	Species distribution of Marine Invasive species Perna viridis in Trinidad and Tobago	21	21	100	21
3c1a56f8-b63a-492f-bb77-babb497204fb	Marine Biological Sample Database, JAMSTEC	766	760	99.21671018276761	10401
50743314-a455-4f64-b5d5-8a4e816aeec6	Bishop Museum Marine Invertebrates Occurrence Data	3823	3763	98.4305519225739	30557
44c5565c-b772-404e-9231-fc78d77dfbb4	SWG Coastal and marine invertebrate observations	2054	1674	81.49951314508277	95654
f47f6839-9203-44ee-87f6-7ad047d8430d	Northern Ireland Environmental Recorders - Marine Species Records	298	242	81.20805369127517	2292
81d9893e-d07b-46dd-be6c-2e8b6b850d99	Ulster Wildlife Living Seas Marine Species Records	19	10	52.63157894736842	152
e142db13-5b0e-4f15-b652-6e72537b4337	Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by English Nature	1005	873	86.86567164179104	11366
a2a36824-70bb-431a-a5a4-1f848e5cc9b3	Agri-Food and Biosciences Institute Marine Surveys	1044	1024	98.08429118773945	84777
1260320d-5eb6-475b-bf4a-a60cf3f9e3e1	Amphipod species in European marine waters	1228	1222	99.51140065146579	18508
f3f169bb-3cd8-4a67-b347-f0776c53f3e5	Coastwatch Marine Species Records from Northern Ireland	70	69	98.57142857142858	684
ead6339f-39f8-46be-b059-d1c48d88ab29	Marine invertebrate collection NTNU University Museum	3271	3236	98.92999082849282	84466
ca62d9a7-e2b0-4755-b7a0-f7406a4f80ac	Abilene Christian University Marine invertebrate Specimens (Arctos)	916	911	99.45414847161572	1252
945e072e-cd1e-4914-9174-72fedd69fedc	JDD observateurs -Observations opportunistes de Legrand Marine	1	1	100	1
de01e932-89fb-4511-8d47-3d05f256970f	JDD observateurs -Observations opportunistes de Lucet Marine	2	1	50	8
2326eba5-a469-4887-94a0-d2762fa86177	Natal Museum Dredging Programme marine mollusc data	1629	1622	99.57028852056476	17381
fc1db8ad-1b67-4f61-98fe-0c31487c47e4	SARDI Molecular surveillance for invasive marine species	0	0	NA	0
41ee2f9b-33b2-4d72-9f91-42cc5a3a24dd	NE Scotland marine mammal records 1800-2010	12	12	100	817
6902fa28-46d9-44f7-a510-1f1f83e99c7c	National Museums Scotland marine strandings Z.2014.21	19	19	100	103
ac23b599-b642-4ed6-9724-5f8bde4d9356	Projet d'énergie renouvelable-[SUIVI] 2020-2021 mégafaune marine	63	63	100	7507
76451f4a-7bdf-4547-8978-50760e6a1e98	Projet d'énergie renouvelable-[SUIVI] 2021-2022 mégafaune marine	38	38	100	9742
c4a764e4-8455-425b-b553-253f9f9dfbac	Yorkshire Naturalists Union Marine and Coastal Section Records	317	239	75.39432176656152	2097
bf8bd6f8-71d5-49b3-b2b4-2ebc922428a1	University of California, Santa Cruz Marine Macroalgal Herbarium	663	2	0.301659125188537	3246
84cb653a-f762-11e1-a439-00145eb45e9a	Marine Benthic Fauna List, Island of Læsø, Denmark	502	501	99.800796812749	506
5a9c8ebb-4e06-4693-be95-dbf5eeafe8d7	Ichthyological collection of Marine Science Museum, Tokai University	1055	1052	99.71563981042654	6516
56687a3d-b48f-44e5-b2b8-d55bafff2f33	Galiano Island BC Canada Marine Zoology 1893–2021	617	616	99.83792544570503	18846
a899709f-9a73-4cac-84d8-a7dcc7b70280	Seasearch Marine Surveys in the Channel Islands	709	519	73.20169252468264	24850
26ae0930-98a1-11de-b4da-b8a03c50a862	National Museum of Marine Biology and Aquarium	997	995	99.79939819458376	1002
328eee7e-4ba7-48ed-b10c-819522541a53	Mapping of vulnerable marine species and habitats, Norway	11	11	100	489
8dd916d3-848b-4fae-9e69-ba0d01ff0396	CBES marine mammals encounters through citizen science apps (2022)	9	8	88.88888888888889	23
e17b874d-94c7-4eb3-807b-1efedac8e3ba	IMOST: Ibero-Balearic and Macaronesian non-marine ostracods	120	59	49.166666666666664	6783
16b0aa56-90aa-436c-bfe8-b5af83f84575	Biodiversity Research and Teaching Collections - TCWC Marine Invertebrates	2684	2648	98.65871833084948	17148
a71b06c8-c62d-46ed-8daa-f10b0aeca0da	Marine Offshore Seabed Survey data held by JNCC	1472	1455	98.84510869565217	59948
586fa366-648c-48d3-a590-88a3ce00dfa0	Biodiversité marine de l’île de La Réunion. Programme BIOLAVE	508	506	99.60629921259843	2838
5b8b3849-659d-4a08-b268-1a8edaff7e9b	CBES Marine mammal stranding data in Vietnam 2004-now	22	21	95.45454545454545	169
e45ea07f-d054-4129-9552-f0c9e6af4019	Conchological Society of Great Britain & Ireland: marine mollusc records	757	749	98.94319682959049	200846
c45c8530-fd7d-4f30-a9e4-c6d243a4b404	Seasearch Marine Surveys in the Isle of Man	606	486	80.19801980198021	15039
936825d1-7810-4665-88e9-c26f5b238f92	Marine benthic animal data along Yokohama City Coast	0	0	NA	0
70a53441-4e44-4216-aac3-4e9d02e33212	First eDNA-Based Monitoring of Marine Vertebrates in the Urbanized Marine Ecosystem Abu Dhabi	22	22	100	97
c110e876-5ee1-4a70-b510-22315218a754	Inventory of marine amphipod species from Italian waters: an update	300	300	100	4294
7201065d-95ac-4706-bb2b-9fd04209fc8d	Marine Invertebrata specimen database of Osaka Museum of Natutal History	1940	1925	99.22680412371135	11193
69bc8993-33e4-4a34-985b-d73d70a88c6d	Centre for Environmental Data and Recording (CEDaR) Marine Species Data	455	379	83.2967032967033	1474
fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	Natural England Marine Monitoring surveys	2173	1889	86.9305108145421	242030
53767aa6-18f5-11e2-98fb-00145eb45e9a	Bacteria Collection of the Seto Marine Biological Laboratory, Kyoto University	8	0	0	20
533cd788-18f5-11e2-98fb-00145eb45e9a	Mollusca Collection of the Seto Marine Biological Laboratory, Kyoto University	14	14	100	15
5358d8ac-18f5-11e2-98fb-00145eb45e9a	Cnidaria Collection of the Seto Marine Biological Laboratory, Kyoto University	336	332	98.80952380952381	1375
53849852-18f5-11e2-98fb-00145eb45e9a	Chromista Collection of the Seto Marine Biological Laboratory, Kyoto University	71	0	0	893
534abda8-18f5-11e2-98fb-00145eb45e9a	Arthropoda Collection of the Seto Marine Biological Laboratory, Kyoto University	375	368	98.13333333333333	720
532df8ee-18f5-11e2-98fb-00145eb45e9a	Invertebrate collection of the Seto Marine Biological Laboratory, Kyoto University	182	180	98.9010989010989	294
5318e238-18f5-11e2-98fb-00145eb45e9a	Type Collection of the Seto Marine Biological Laboratory, Kyoto University	294	286	97.27891156462584	395
db9fe307-0dd1-48d8-b977-f025efb21a62	Conchological Society of Great Britain & Ireland: non-marine mollusc records	247	242	97.97570850202429	317268
bd3b3d15-1a5a-4cfa-8c0d-b59a0b629cc6	Mapping of vulnerable marine species and habitats, Midfjorden in Vestnes	8	8	100	166
d97a7efc-5979-4eae-a7ce-e82db98952d9	Mapping of vulnerable marine species and habitats, Sklinna in Leka	5	5	100	303
1dc51d84-a452-4116-b147-e04575a20240	Mapping of vulnerable marine species and habitats, Harøyfjorden in Aukra	1	1	100	3
24682f5d-dacf-4a93-869c-d308b1127f1c	Mapping of vulnerable marine species and habitats, Brønnøyfjorden in Nærøysund	5	5	100	20
9ec624fa-78b9-406b-8248-8f4e99b03b40	Mapping of vulnerable marine species and habitats, Moldefjorden in Molde	6	6	100	506
64a375e9-aa8a-4727-9ea2-a548d33d903b	Benthic marine diatoms from French coastal and transitional waters	1943	1795	92.38291302110139	11104
8151d1a3-662c-4ba4-860a-78da64253114	Mapping marine biodiversity in the algae belt, Norway	19	19	100	54
53687028-18f5-11e2-98fb-00145eb45e9a	Seaweed (Plantae) Collection of the Seto Marine Biological Laboratory, Kyoto University	250	2	0.8	1826
870afa50-180e-4153-b1b7-ec437ede20cb	Rare marine fishes taken in Irish waters from 1786 to 2008	139	139	100	1127
94369fee-f762-11e1-a439-00145eb45e9a	Marine palynomorph abundance estimates of sediment core CRP-2A (Fig. 2)	0	0	NA	0
2d8cd725-c459-4139-a41a-5989b27ef293	Biodiversity catalog of Marine Coastal Areas of Indigenous People (MCAIPs / ECMPOs), Chile	55	52	94.54545454545455	1094
5767f180-98a1-11de-b4da-b8a03c50a862	National Museum Of Marine Science & Technology	1085	1083	99.81566820276497	1220
57263ed3-c708-4523-92a4-d47e10381b53	Marine Macroalgae collection dataset from Herbarium João de Carvalho e Vasconcellos (LISI)	145	1	0.6896551724137931	726
da23c0cd-312a-46c2-9da6-c29f21b4bf79	Marine Data from The Wildlife Trusts (TWT) Dive Team; 2014-2018	318	274	86.16352201257862	1505
95e2a831-9b4e-458b-ad0f-5f69fa01c73e	Estonian Marine Institute European sprat (Sprattus sprattus L.) otolith collection	1	1	100	338568
2574dc4f-66c6-4d90-aad4-6c1e918ecb4f	Seawater carbonate chemistry and benthic marine community during experiments, 2011	0	0	NA	0
f9bd9487-2e85-4e4c-8581-3aab3c6db5ee	Conchological Society of Great Britain & Ireland: non-marine molluscs (Channel Islands)	111	110	99.09909909909909	2187
8c8f29d8-870b-44fd-82c0-c767734e0f27	eDNA-based Assessment of Marine Vertebrate Diversity in Svalbard Coastal Waters	36	36	100	205
6a1d69f5-961b-4825-8efc-858f80ba3cb1	Colección Ictiológica del CENPAT-CONICET	231	229	99.13419913419914	2325
622f5dd7-f626-4364-9932-ce785cacd9ec	Moluscos Marinhos de Augusto Nobre	144	142	98.61111111111111	859
864c6f58-dc20-4434-87d3-103fd5e769d9	Mapping of vulnerable marine species and habitats, Frohavet-Flesafjorden, in Åfjord Municipality	3	3	100	12
6b3877d5-4869-43aa-af12-92c703fd5b6d	Marine data from Natural Resources Wales (NRW) Technical Support (Research & Monitoring) Contracts, Wales	1934	1649	85.26370217166495	123175
d592283b-b00e-4a39-9499-289842ccddf1	Free-living marine Nematodes from San Antonio bay (Río Negro, Argentine) 2009.	56	56	100	5284
bbbebe9f-6dd5-41b3-a314-3877920d26f2	Endangered Species Listed in the Toba city Marine Red Data Book 2023	370	356	96.21621621621622	626
339e9664-56f6-4174-a32e-c00ce3e5d60a	artsprosjektet_53-14_copclad	63	62	98.4126984126984	451
fa977e94-27cd-479e-af5a-d80538cfb2e9	Marine biodiversity of the Southwest Alentejo and Costa Vicentina Natural Park (Project MARSW)	393	306	77.86259541984732	3980
7a47414c-f762-11e1-a439-00145eb45e9a	The national database for marine data (MADS)	242	139	57.438016528925615	28267
45911491-53f5-48dc-ad09-bf09e05a6630	IOW Natural History & Archaeological Society Marine Records	139	139	100	911
11c00ed9-1c1b-47d1-9eb4-66a491c7d7b3	Monitoring data of marine turtles on the Togolese coast over 2012-2013 years	3	3	100	740
1b18bab9-abdb-41b4-83c8-368ca2e6d391	FBIP: IZIKO Marine Bony Fish (1884-2013)	2062	2048	99.32104752667314	16348
c9002199-f9bd-4ce7-88ed-208ecc81aabf	Marine decapod crustaceans of the San'in District	99	99	100	306
7a53eaaa-f762-11e1-a439-00145eb45e9a	Marine Invertebrata specimens deposited in the Fukui City Museum of Natural History, Japan	3182	3090	97.10873664362036	10342
5df3c9be-d9a1-4c36-a5bc-bdf88b78dbe3	Marine sites, habitats and species data collected during the BioMar survey of Ireland.	1131	926	81.87444739168878	48313
00255299-4034-4f8d-86ed-805dacc0ec5d	Marine sites, habitats and species data collected during the BioMar survey of Ireland.	1131	926	81.87444739168878	48313
6b6f3121-d1c0-4229-b824-f73ac17695cb	Mozambique_Fish_Collections	162	162	100	339
1f01089a-a95e-4a15-80c2-613868c2f0a3	First Study on Marine Heterobranchia (Gastropoda, Mollusca) in Bangka Archipelago, North Sulawesi, Indonesia	105	105	100	805
5850a253-4e7c-44ec-a784-87a52fd0556a	Conchological Society of Great Britain & Ireland: non-marine molluscs (fossil & subfossil records)	149	148	99.32885906040269	1608
e5d47a25-9e51-40db-9b5c-3f766be5c7b5	LAGPLON Système d'information de la biodiversité marine des récifs et lagons - Collection des données de biodiversité marine de Nouvelle-Calédonie	952	803	84.34873949579831	5541
968759c2-b249-45f0-8986-34859c30c917	Inventory of the free-living marine nematode specie from el Bibane Lagoon (Tunisia)	63	61	96.82539682539682	328
96d1af14-f762-11e1-a439-00145eb45e9a	Occurence of marine palynomorphs of sediment core CRP-1 (Table 1)	0	0	NA	0
e0370da7-b32b-414c-8a61-1d86125075f3	Mobilising marine biodiversity data: a new malacological dataset of Italian records (Mollusca)	0	0	NA	0
eed49c61-2085-46c4-8d4f-d2cda50fd404	LAGPLON Système d'information de la biodiversité marine des récifs et lagons - Collection des données de biodiversité marine de Polynésie française (LAGPLON)	162	29	17.901234567901234	918
e5e39e97-651f-4b24-89ff-90f50682fd45	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (ESC-Part I)	34	34	100	434
4af389e3-0d69-46f4-a28b-ab5e35091869	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (SCS-Part II)	36	36	100	632
4d048f1a-277d-49b6-a03f-a6e6459b80d7	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (YS-Part I)	38	38	100	827
9fc61a28-e2b9-4b13-bdb3-56987a0d49e6	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (YS-Part II)	29	29	100	863
1fedff9c-8dc3-4683-abec-34ea7c84f1af	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (ESC-Part II)	27	27	100	420
653ed711-e58d-465f-95f7-3d9f60442297	Marine benthic dataset (version 1) commissioned by UKOOA	1271	1261	99.213217938631	141235
c667b83e-106e-49bd-a4af-0f9a016e28c4	Free-living marine Nematodes from Puerto Madryn and Pozo sandy beaches (Chubut, Argentina), 2006.	25	24	96	631
7940f474-4cb3-4a49-b4f6-58f8c363dba1	North East Scotland Terrestrial Mammals 1900-2017 (excluding squirrels, wild cats and marine mammals)	36	29	80.55555555555556	58943
b66c629e-b878-4b26-960d-7c0103b025c7	Marine Non Native Species records from Natural Resources Wales (NRW) Monitoring Research and Ad-hoc Sightings	120	116	96.66666666666667	1174
ae2f205a-7a3e-4958-bf2b-2bb38e9df212	Selezione dalla Collezione del Benthos marino del Laboratorio di Ecologia del Benthos | Selection from the Marine Benthos collection of the Benthos Ecology Laboratory	85	85	100	139
c71f0638-584d-4cae-87f7-a8d2e3d99fca	Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset)	198	196	98.98989898989899	184164
f8ceb4e6-82ff-4325-afc8-eb5e64b5f842	Ecosystem biomonitoring with eDNA: metabarcoding across the tree of life in a tropical marine environment	55	53	96.36363636363636	63
3e0e4ec9-1905-4cae-9691-c0fa79361ac3	A dataset of marine macroinvertebrate diversity from Mozambique and São Tomé and Príncipe	2116	2108	99.62192816635161	18392
f750f213-77c6-467e-9434-35e167d4845c	Free-living marine Nematodes from San Antonio and Cormoranes sandy beaches (Rio Negro, Argentina), 2006.	55	55	100	2740
ace06158-d785-405a-8f2e-dcdf38256972	Ridge to Reef Marine Monitoring of Fanga'uta Lagoon, Tonga, October 2017	8	0	0	180
75e53d5f-0531-4076-8bd2-0400ee219805	Marine fish and their ectoparasitic copepods in the western Wadden Sea (North Sea) in 2010	2	2	100	40
2195c728-1a22-4c16-b4bf-3e87cf0a5dae	Organisms observed during the Shipboard Oceanographic Laboratory 3, Department of Marine Biology, Tokai University	49	48	97.95918367346938	866
1c02a2c0-9981-4824-b21c-1c5db609b6ae	SEWBReC Marine and other Aquatic Invertebrates (South East Wales)	68	62	91.17647058823529	319
e9e554a2-4a7f-44b3-adc6-884cb14bab91	Marine mammal specimen from whale temple in Vietnam (2022)	23	23	100	452
99685588-3922-4ffc-b434-027de443c6fb	Exploring Marine Zooplankton Diversity In Mumbai’s Coastline, Maharashtra, India.	27	27	100	58
11a24e3e-e005-4ac0-91b3-5758edcd3c90	CREOCEAN-07018-Suivi long terme sédiments et macrobenthos substrat meuble Réserve Naturelle marine de Cerbère-Banyuls	282	282	100	825
aef3c42a-7545-439e-bf29-9e0ff95f9ae0	Artsprosjektet 43-15, Norway's hidden marine biodiversity: The hunt for cryptic species within the coralline algae	13	0	0	470
8ff2fc9c-bd30-45ec-8b90-179b523cf6b0	Mapping of vulnerable marine species and habitats in Brønnøyfjorden, Flesafjorden, Harøyfjorden, Midfjorden, Moldefjorden and Sklinna - Norway	11	11	100	1055
59392e0a-e20b-43b5-a9b4-dc81c393ff68	Free-living marine Nematodes from Ali, Rada Tilly and El Limite  sandy  beaches (Chubut, Argentina) 2006.	44	42	95.45454545454545	1915
e3167d3a-949c-47af-8f9f-e4d01865cf8d	Environmental Marine Baseline of the Influence Area of Jaguar Terminal Terrestre de Etano Project, TQPM.	67	47	70.1492537313433	161
910433e5-3cd1-4beb-8850-c82143a64029	Dataset - Monitoring marine mammals around Réunion Island (southwest Indian Ocean) using environmental DNA (eDNA)	11	11	100	93
8b97e0ae-c803-4d24-8098-74874113c344	IOW Natural History & Archaeological Society Marine Invertebrate Records 1853- 2011	93	93	100	1237
be00c56f-ab20-4418-9d3e-b55793638d09	Collection des données de biodiversité marine des Iles Eparses (BioReCIE)	857	705	82.2637106184364	6223
f2a6d780-ae69-487f-b4d8-a2377f99f8b4	Marine Heterobranchia (Gastropoda, Mollusca) in Bunaken National Park, North Sulawesi, Indonesia—A Follow-Up Diversity Study	69	69	100	346
9b3d9909-64ab-4404-9555-7578557edbc0	Campagnes de Suivi Aérien de la Mégafaune Marine (SAMM) de France métropolitaine - Observations issues des campagnes de Suivi Aérien de la Mégafaune Marine (SAMM) en 2014	2	2	100	84
ac1c0e36-000d-412b-8e02-55c9ed57171d	ELADOM - Elaboration et Actualisation de documents d’objectifs Oiseaux marins en Bretagne-ELADOM - Suivi aérien mégafaune marine Finistère Sud	23	23	100	755
15adde64-5344-4852-b0ec-cbca74ec0d3c	Concentration of organic-walled dinoflagellate cysts from 116 marine surface samples	0	0	NA	0
10d7b3ff-5719-4b10-88e0-3298c053eec6	Marine gastropods and other remains profile from sediment core AV14_K2-3	3	3	100	60
fbe1f070-b6e4-11dd-81f6-b8a03c50a862	Naturalis National Natural History Museum (NL) – Invertebrate specimens from marine expeditions	3506	3476	99.14432401597261	29432
4c0c4e7f-6a80-4632-9a9d-7a5fc9501c5d	UEL - Coleção de Peixes - Museu de Zoologia da Universidade Estadual de Londrina	1304	1303	99.92331288343557	16821
66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	Diveboard - Scuba diving citizen science observations	3774	3739	99.07260201377849	37640
8124cd73-ac84-43d2-ab39-1d80dc346525	Waarnemingen.be - Fish occurrences in Flanders and the Brussels Capital Region, Belgium	132	132	100	16440
cbe0a4a8-817a-4edd-840f-a46e35121e69	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Marine LEGRAND	22	21	95.45454545454545	120
b052227f-f95b-4c2e-8ab7-3cc9035d06e9	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de COCQUEMPOT Marine	65	26	40	126
27414668-00c5-4479-88ab-2462a3f30cfd	Campagnes de Suivi Aérien de la Mégafaune Marine (SAMM) de France métropolitaine - Observations issues des campagnes de Suivi Aérien de la Mégafaune Marine (SAMM) en 2011 et 2012	39	39	100	16002
89fdf47c-d177-4426-b3bb-c5a4422f1b92	Absolute abundances of organic-walled dinoflagellate cysts from 116 marine surface samples	0	0	NA	0
59d85f16-784f-4c9f-be86-23fe130bedcb	Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord	40	26	65	18329
fe730480-cad3-415e-804c-1c2ad80d3859	Marine Sightings & Miscellaneous Species Records from Natural Resources Wales (NRW), 2007 onwards	14	12	85.71428571428571	31
b11b04b1-1e1e-4cc0-9881-af1b31cd0f2f	Données d'observation de la mégafaune marine issues des campagnes océanographiques en France métropolitaine	83	80	96.3855421686747	4242
6d2b478b-5670-4889-a567-8ae95f9b282e	Occurrence data of some marine invertebrates and freshwater crabs housed in the natural history collection at the National Museums of Kenya	129	128	99.2248062015504	130
75d65a6f-0749-4af9-84b9-aa1d8f660e5c	Eukaryotic metabarcoding (18S rRNA V9 region) of environmental DNA from an archived marine sediment record, Skagerrak, North Sea, spanning 8000 years	0	0	NA	0
23fcd93f-b2e0-4931-86e3-687618ad94de	Collezione di bivalvi continentali del Museo di Storia Naturale di Firenze | Non marine bivalve collection of the Natural History Museum of Florence	19	19	100	328
b93782cf-a3de-4e52-a45e-b281475d2f8f	Collezione di gasteropodi continentali del Museo di Storia Naturale di Firenze | Non marine gastropods collection of the Natural History Museum of Florence	359	355	98.88579387186628	12204
06e9b0e7-a112-4448-9eba-896a9bc69f07	Conchological Society of Great Britain & Ireland: non-marine molluscs (rare and scarce species)	168	166	98.80952380952381	15870
3aa799c8-eace-46ec-b1e9-9626502d0f89	Collezione di Decapoda continentali del Museo di Storia naturale di Firenze | Non-marine Decapoda collection of the Natural History Museum of Florence	7	7	100	183
88c5f82f-325a-4209-a308-646c1343f085	Projet de raccordement au réseau public de transport d'électricité du parc éolien en mer de Dieppe - Le Tréport - Campagne floristique marine TBM 2016 - Projet de raccordement du DLT	2	0	0	13
7cd4427a-f762-11e1-a439-00145eb45e9a	Stratigraphic distribution of marine palynomorph species recorded for the Miocene of ODP Hole 105-645E (Table 1)	0	0	NA	0
6605a3c2-f762-11e1-a439-00145eb45e9a	Benthic foraminifera accumulation rate of sediment core MD01-2378 during marine isotope stage 3	0	0	NA	0
6647ca7e-cf35-4eb1-8b0c-b8756a1ba6bd	Marine Intertidal Phase 1 Species Dataset from the Countryside Council for Wales 1996-2005	585	420	71.7948717948718	27720
e1636f68-d1fe-44d2-a89a-69fb046565b1	Projet de carrière - Ravine du Trou - Saint-Leu (974) - Inventaires de la biodiversité marine	3	3	100	3
e3287bc4-9f56-47d4-8824-b13795d4e672	Site de démantèlement de moyens de transport hors d'usage (navires, bateaux de plaisance, wagons, aéronefs) avec un pôle d'Eco-tri - Inventaire faune-flore marine	17	15	88.23529411764706	37
