datasetKey	title	total_species	worms_species	worms_percentage	total_occurrences
6a090d74-f762-11e1-a439-00145eb45e9a	(Appendix A) Abundance of calcareous dinoflagellates of sediment core GeoB2204-2	2	0	0	70
71071fda-f762-11e1-a439-00145eb45e9a	(Appendix table DR1) Foraminiferal distribution data for ODP Hole 178-1098B	13	13	100	1293
81ede8e2-f762-11e1-a439-00145eb45e9a	(Table 5) Distribution of benthic foraminifers in the late Cretaceous of DSDP Hole 71-511	16	16	100	2464
12a6d13d-bd18-4b79-a0c9-3c78c064c63c	Environmental baseline data in abyssal plain off Minami Torishima based on 18S rRNA gene	18	15	83.33333333333334	37
dc1ca610-314d-4fca-8af5-bdf754ceb112	Environmental baseline data in abyssal plain off Minami Torishima based on 16S rRNA gene	5	2	40	6
7094c1e2-f762-11e1-a439-00145eb45e9a	Relative abundances of twenty-eight dominant benthic foraminifera species of DSDP Hole 23-219 (Table 1s)	22	22	100	1342
fefd3ee8-601a-42c8-b250-3c981b259658	Calcareous plankton response to orbital and millennial-scale climate changes from ODP Leg 161-975	3	3	100	521
6feca810-ad23-4dc9-b96d-28011451ff44	Institut Mediterrani d'Estudis Avançats (CSIC-UIB): IMEDEA-OTO	146	144	98.63013698630137	299
7d15cc40-f762-11e1-a439-00145eb45e9a	Relative abundances of planktonic foraminifera in ODP Site 121-758 (Table 1)	23	21	91.30434782608695	2535
543b8dec-fa96-4dee-8171-e07aadf22ac8	(Table T1) Benthic foraminfera stratigraphy of ODP Hole 199-1218A and 199-1219A sediments	24	24	100	677
6a75ea7a-f762-11e1-a439-00145eb45e9a	(Table 2) Dinoflagellate cysts in surface sediment samples of METEOR cruises M20/2, M23/1, M34/2 and M34/2	0	0	NA	0
fa5bfb2e-e646-4ea1-98da-a688af1ff0e5	(Table T1) Benthic foraminifer abundance of ODP Hole 210-1276A sediments	8	8	100	35
7aa04b12-1e97-40e3-a9e2-d68082619cdf	(Appendix) Late Cretaceous calcareous nannofossils of DSDP Holes 80-549 and 80-551	0	0	NA	0
a3cc6254-e711-40e9-b2fd-2e05ab2b6088	Macroinvertebrate composition and distribution in Zigi (Sigi) River Catchment: A Global Biodiversity Hotspot in Northeastern-Tanzania.	1	0	0	27
0d0f1fc9-3dff-435d-ad51-907485ea584c	Copepod crustaceans identified by Prof. Arthur G. Humes	788	786	99.74619289340102	3349
75e76cda-5fbc-46b5-96cc-a08e44440ca4	Environmental baseline data in abyssal plain off Minami Torishima based on 18S rRNA gene obtained from the 2022 cruise	17	14	82.35294117647058	31
b929ccda-03b1-4166-9e5b-34588339d61d	List of the Uluguru Mountains Endemic Vascular Plants	62	2	3.225806451612903	68
7e66e570-f762-11e1-a439-00145eb45e9a	Distribution of foraminiferal fauna from ODP Hole 122-762C (Table 1)	19	19	100	319
8624044f-443f-4208-8d53-2f406687a857	(Table 1) Planktonic foraminiferal abundance at DSDP Site 94-606	14	13	92.85714285714286	192
aa6ef67a-01dc-4062-8787-86797c122f67	Reptiles et batraciens de La Réunion - Nature océan Indien - Données issues de diverses actions de terrain (Nature Océan Indien, 1862-2019)	10	4	40	25
69fc1498-f762-11e1-a439-00145eb45e9a	Stable carbon and oxygen isotope ratios of calcareous dinoflagellate cysts and planktic foraminifera from the Campanian/Maastrichtian section of ODP Hole 113-690C in the Weddell Sea (Table 1)	3	3	100	12
0b1cb87a-a19c-40ec-8460-6be6cca3596d	Reptiles et batraciens de La Réunion - Nature océan Indien - Données issues des refuges à geckos vert de Manapany, action n°6 de l'ancien PNA (Nature Océan Indien, 2012-2020)	1	0	0	496
010f80df-206e-48ff-a7c4-af50a604e7d1	(Table 1) Distribution of calcareous nannofossils in ODP Hole 167-1017E sediments	0	0	NA	0
c0d7a661-f35a-427e-8169-1bcc8312b7b8	Reptiles et batraciens de La Réunion - Nature océan Indien - Suivis des populations de gecko vert de Manapany, PNA action 12 (Nature Océan Indien, 2019)	1	0	0	144
4a4e549e-aa80-4711-9efa-e30736061d03	ZAC de Doujani - Données d'expertise naturaliste ECO-MED Océan Indien	199	49	24.623115577889447	787
934d8372-f762-11e1-a439-00145eb45e9a	Occurence of microfossils in Early Cretaceous sediments of DSDP Hole 25-249 (Tab. 1)	7	7	100	84
0471f28e-b58b-4c02-89e4-d2a1d621a9d8	IMOS - AATAMS Facility Satellite Relay Tagging Program - Delayed mode data	4	4	100	127117
5731df6e-b963-45e6-82aa-7aab5d93e5a8	A dataset of the psyllids (Hemiptera, Psylloidea) of Norfolk Island	10	0	0	46
7d31187e-f762-11e1-a439-00145eb45e9a	Abundance of calcareous nannofossils across the K/T boundary at ODP Hole 113-690C (Table 1)	0	0	NA	0
8198d1a4-f762-11e1-a439-00145eb45e9a	Tab. 1 + 2: Distribution chart of nannoplankton species record	16	0	0	53
b413d269-02d3-4bf6-8b77-f02f8e3477ca	LGM, planktic foraminifera (EPILOG version)	27	25	92.5925925925926	1801
87571bf2-d4a5-4208-9021-2ab0c9ce5e09	Inventaire des arthropodes des cultures du sud-ouest océan Indien - Export1 PRPV	573	84	14.659685863874344	2139
6f4a4bb2-4c3c-4f52-8acf-fa8f44b30ada	(Table S2) Age determination of ODP Sites 202-1234 and 202-1235	1	1	100	45
98493a48-b025-4553-809b-d7a719d6ea77	(Table 1) Relative abundance of planktonic foraminifers in ODP Hole 164-997A sediments	32	30	93.75	1437
e5313b4b-4b53-451f-b298-39325a082982	(Table 1) Distribution of upper Campanian-lower Maestrichtian calcareous nannofossils at DSDP Hole 71-511	0	0	NA	0
9932f124-c354-4ed4-aa15-755833c93896	Blue Futures Pathways Expeditions Biodiversity Observations	173	71	41.040462427745666	231
7027c22a-dca9-49db-8f5a-93c3ccc6072b	Database of Amphibia distribution in West Siberia (Russia)	11	6	54.54545454545454	2530
a59d6168-10a5-4b71-8b3c-14e815bb12a3	Reconstruction et extention du lycée de Chirongui-Données d'expertise naturaliste ECO-MED Océan Indien	245	81	33.06122448979592	322
10b1f2ee-2a7a-4603-8ef8-209541ca539c	Reptiles et batraciens de La Réunion - Nature océan Indien - Base de données de NOI – JDD_HISTORIQUE	3	2	66.66666666666666	178
7c2b04f8-f762-11e1-a439-00145eb45e9a	(Table S1) Relative abundances of coccolithophore taxa in surface sediment samples from the Equatorial and Southeastern Pacific	0	0	NA	0
717b3b87-0ebd-46b4-812b-4a29786798d9	UMZC Zoological Specimens	11249	5561	49.43550537825585	52858
36c3c593-aa0e-4209-8f7a-6a573713ea93	Reptiles et batraciens de La Réunion - Nature océan Indien - Observations faites en 2018 par l'association NOI.	18	7	38.88888888888889	549
81d420d8-f762-11e1-a439-00145eb45e9a	Pliocene benthic foraminiferal abundances of ODP Hole 105-646B from north Atlantic	50	50	100	966
98a2fca0-4bfe-4d6e-85bc-b50d58891639	Christmas Island National Park Robber Crab (Birgus latro) Road Kill Monitoring	1	1	100	3200
dae4afc7-52b0-4d5f-9b20-e20fb6b9b1ef	Reptiles et batraciens de La Réunion - Nature océan Indien - Observations réalisées par l'association NOI puis validées en 2019	13	4	30.76923076923077	528
814a0b64-f762-11e1-a439-00145eb45e9a	Seawater carbonate chemistry and biological processes during experiments with postlarvae of barnacle of Semibalanus balanoides and Elminius modestus, 2010	0	0	NA	0
7d3a56b4-f762-11e1-a439-00145eb45e9a	Late Cretaceous ostracods recorded from ODP Hole 113-689B	3	3	100	41
6254b79a-5df5-4ae1-b1f0-2c8e8969b73e	Lamippidae - endoparasites of octocorals of the world	93	92	98.9247311827957	253
7db0aa1c-f762-11e1-a439-00145eb45e9a	Distribution chart of Holocene benthic foraminifera in the Izu-Bonin Arc (Table 2)	52	52	100	284
043c6058-12a3-4b29-bb68-93a974493a05	Aménagement d'un jardin public recreatif et du front de mer du village de M'Bouini-Données d'expertise naturaliste ECO-MED Océan Indien	263	70	26.61596958174905	367
30424ae1-7f2a-4f03-9cec-2a97ee6c5eee	projet de résorption de l'habitat indigne sur le quartier de Mnarajou , commune de Dembéni-Données d'expertise naturaliste ECO-MED Océan Indien	88	22	25	108
8f7a4b25-2840-4688-ae98-e908a193e13c	Seawater carbonate chemistry, nutrients, particulate carbon and growth rate of Emiliania huxleyi (AC472), Calcidiscus leptoporus (AC370) and Syracosphaera pulchra (AC418) during experiments, 2011	3	0	0	12
036ef194-2c63-4c6a-817e-da7724fe7737	Seawater carbonate chemistry and biological processes during experiments with haploid and diploid life stages of Emiliania huxleyi, Calcidiscus leptoporus and Syracosphaera pulchra	3	0	0	70
81f08bd8-f762-11e1-a439-00145eb45e9a	Benthic foraminiferal abundances from eight sites of the Northwest Australian shelf	7	7	100	101
4dbc7562-1516-4bf0-9bb2-b4303fff93e7	Dinoflagellate cysts in western equatorial Atlantic surface sediments	0	0	NA	0
5a0d5dea-dcdd-437e-a1c4-ac87dc05726a	(Appendix A) Campanian-Maastrichtian calcareous nannofossils in DSDP Hole 44-390A	0	0	NA	0
7e37748c-36c7-49a2-85b9-4c02c3066cf6	(Appendix) Relative abundance of planktonic foraminifera in ODP Site 138-846 late Quaternary sediments	9	9	100	2881
35f47748-8f91-4cca-9d2c-573ab66078cc	Avifauna do Parque Nacional da Quiçama	65	23	35.38461538461539	103
6a190a6c-f762-11e1-a439-00145eb45e9a	Dinoflagellate cysts in surface sediments	1	1	100	224
86f36f7e-f762-11e1-a439-00145eb45e9a	Distribution of planktonic foraminifera in surface sediments of the Mediterranean Sea	18	18	100	760
1de4d9a0-7430-44ad-8367-cc0298906ad8	(Appendix) Planktonic foraminifera abundances in ODP Site 138-847B	23	21	91.30434782608695	1229
ff98132c-b720-4304-a68c-390968b991f7	Activité générale du bureau d'étude BIOTOPE (1994 - 2013) - Données acquises dans le cadre de l'activité du bureau d'étude BIOTOPE Océan Indien depuis 2003	907	264	29.106945975744214	22017
1d4506a7-d596-4758-9400-f5ee41504d7a	Autorisation environnementale dans le cadre du projet d'aménagement des espaces publics de la zone scolaire de Kawéni - Données d'expertise naturaliste ECO-MED Océan Indien	107	31	28.971962616822427	186
96d59d40-f762-11e1-a439-00145eb45e9a	Dinoflagellates of multicorer surface sediments	2	0	0	101
6a2a6320-f762-11e1-a439-00145eb45e9a	Dinoflagellates of sediment core GeoB1523-1	2	0	0	205
4ca8af79-36d1-43be-b734-5083601531ea	Atlas de la biodiversité communale de la Plaine-des-Palmistes - Inventaire floristique dans le cadre de l'ABC de la Plaine-des-Palmistes (Biotope Océan Indien, 2011)	63	4	6.349206349206349	366
f5ba44bc-c494-4844-b2ac-6fb21d034286	Atlas de la biodiversité communale de la Plaine-des-Palmistes - Inventaire entomologique réalisé dans le cadre de l'ABC de la Plaine-des-Palmistes (Biotope Océan Indien, 2012)	178	5	2.8089887640449436	453
7bffc7a2-f762-11e1-a439-00145eb45e9a	Benthic foraminifera abundance in ODP Leg 155 holes	16	16	100	90
bddfce7e-8a19-4ee3-825c-b3d6e9e2220d	Specimen references on the Sapotaceae family held by the TAN Herbarium	48	2	4.166666666666666	285
954583d2-f762-11e1-a439-00145eb45e9a	Benthic foraminiferal assemblages across the Cretaceous Paleogene boundray of ODP Site 208-1262 on Walvis Ridge, eastern South Atlantic	20	20	100	204
67b8da16-2b1b-42e0-b072-3318e430dffe	Specimen references on the Rubiaceae family held by theTAN Herbarium	68	0	0	442
61132471-7cf5-4e6a-9b06-5b90cf50b9fe	Specimen references on the Verbenaceae family held by the TAN Herbarium	99	6	6.0606060606060606	722
1f45504c-460b-446d-a10d-c6841e98cb67	(Appendix) Stable carbon and oxygen isotopes, and Mg/Ca ratios of foraminifera from ODP Hole 154-925A	5	5	100	33
d78597ef-3726-48a7-aac3-2db57b0f1acb	(Table 1) Distribution of Lower Cretaceous calcareous nannofossils at DSDP Hole 93-603B	0	0	NA	0
1aaec653-c71c-4695-9b6e-0e26214dd817	Occurrence records of southern African aquatic biodiversity	8395	8033	95.68790946992257	171593
fca6b467-9d35-493a-9a43-56b096814536	observe_tuna_ecoscope	8	8	100	15079
e87e0415-bdb2-45eb-8954-b6b4454e1852	FBIP: SeaKeys - iziko_cartilaginous_fish	367	367	100	3630
ebab8ef5-b3b3-440e-a79f-cc4cf8a5180c	Observations Faune Flore dans la Réserve nationale de l’Étang de Saint-Paul collectées dans le cadre d'études ou de stages - Inventaire des poissons et crustacés d'eau douce capturés au filet maillant, nasse et pêche électrique dans la Réserve naturelle de l’Étang de Saint-Paul en 2012 et 2016	27	27	100	245
54bae6ef-8b4e-4ad3-8729-c4296299e5c7	observe_tuna_bycatch_ecoscope	65	65	100	48176
2390ab3f-bf74-423f-b3f4-b39d066f487c	Inventaire des macroalgues de Martinique par l'association Aventures & Canyon-Répartition des macroalgues de Martinique	60	0	0	77
fc65374a-64af-4131-9c4e-e206945ac0b3	New Mexico Museum of Natural History and Science (NMMNH&S) Invertebrate specimens (Arctos)	3004	2982	99.2676431424767	7925
ee6a3e16-6323-416c-b400-f0e36cb81473	sousa chinensis	1	1	100	1
9a9cd17c-361d-4d6a-ba0f-9a487cd8f93a	Bryozoa MZS	247	244	98.78542510121457	543
d6fc4deb-e566-4802-af82-72783599dfa7	World distribution of the Tantulocarida (Crustacea)	67	67	100	222
91bf1926-f762-11e1-a439-00145eb45e9a	(Figure 2) Benthic foraminifera abundance of DSDP Hole 93-603C	8	8	100	383
d066e3e0-0455-4724-bd4f-e4516a406957	Fishes MZS	1129	1127	99.82285208148805	4002
0c2774bb-db06-45ba-b71c-501e5c077a4d	Cnidaria MZS	479	476	99.37369519832986	1639
d29eb422-52b3-4a05-ba6e-616790f9527b	(Table 2) Relative abundance of planktonic foraminifera species in Pliocene - Early Quaternary sediments from ODP Hole 111-677A	34	33	97.05882352941177	1048
776e27c4-f762-11e1-a439-00145eb45e9a	(Table 1) Calcareous nannofossil distribution at ODP Site 180-1109 from the Solomon Sea, western Pacific	0	0	NA	0
8945c196-f762-11e1-a439-00145eb45e9a	Relative abundance of planktonic foraminifera in Pliocene and Pleistocene sediments of DSDP Hole 32-310 from Hess Rise, Central North Pacific (Table II)	41	40	97.5609756097561	1107
f49dd893-1e91-4ce6-9aa7-e1047ffee557	ZMMU MSU, White Sea Branch	1208	1155	95.61258278145695	17621
013f0b8f-e783-4afe-936a-6095d27dce60	African Decapoda Crustacea collection - MUHNAC	162	162	100	777
1f27dd0d-789b-4e23-b46a-53eddef341ad	UFRRJ | Base de dados da Coleção Ictiológica	372	369	99.19354838709677	2515
58b29dcc-244d-4b9f-bd54-b66b56a97944	Quaternary and Recent Mediterranean and North Atlantic Bryozoans	395	391	98.9873417721519	4394
97b22be7-a3a1-45d7-ab42-dd2b2260608c	Pycnogonida collection from the Museu Nacional de História Natural e da Ciência da Universidade de Lisboa, Portugal	12	12	100	116
b76c6126-e1c2-4bc6-9394-2fabb8584a85	Freshwater fish of the Netherlands, 1800-2019	80	80	100	279385
ffd67559-7ebe-41cc-9280-74fc40000f01	Fish records made during field studies of juvenile fish in 2012-2020 in the Kakhovka Reservoir	26	26	100	989
f6246c23-9eb9-4392-b0af-c2427282e196	Fish of Ukraine in poaching gears	38	38	100	4332
8d8218b1-835d-43ef-ac2d-34c746277528	Fish occurrence in Kuban River basin	56	56	100	1182
9cfa6cb6-5833-44b2-97f1-18a3c12fed47	African fish collection of the Africamuseum	3324	3310	99.57882069795427	85807
3dbd76b0-31c9-4402-aa41-2f1102d74d45	Freshwater Fish and Crustaceans of the Seychelles	27	27	100	145
6d496115-32bb-4fd4-99ea-36b1541cd82b	Alien fish species recorded from Kyiv and Kaniv reservoirs	14	14	100	107
56ace843-2422-45a4-9f0b-e14efb75ae3f	Fish occurrence in Tajikistan	28	27	96.42857142857143	100
1f89ff85-e97c-4bb8-bfb6-562ef70679ff	Fish from some archeological sites of Ukraine (2022)	12	12	100	51
77f88e2e-77a5-48eb-8e90-14d0945c0188	The own findings of fish of Ukraine during 2001 - 2021	64	64	100	3004
47233d65-e581-4f7a-a468-744e446f0466	Fish from Dubovets archeological site (Ukraine). Part 1 (2022)	9	9	100	14
7f658a5f-72fa-4882-90bf-a986f514999b	Collection of Cyclostomata and Fish from Nizhyn Gogol State University	81	81	100	772
2b3a8ad6-c040-4105-9eae-cfdf0003cf88	Freshwater fish records via iRecord	38	38	100	9541
2de35f74-0ba8-45af-8fd1-2675417880ab	Fish species in recreational fishing catches in Каkhovka reservoir in 2008-2014	26	26	100	1651
eba5332f-9a17-484c-b870-36c56ba27508	Fish species in recreational fishing catches in Каkhovka reservoir in 2020-2024	16	16	100	537
4bebaef6-da0f-41bf-9f94-2335d63d7206	Freshwater fish records at The University of the South Pacific	81	81	100	312
b71a6701-ec26-4d1a-9d16-c04e5958de43	Records of fish made during scientific catches in 2014-2021 in the Kakhovka reservoir	21	21	100	4771
adc2f4e2-12a8-4076-83ee-7d62b4dcc569	Non-indigenous and native dominant fish of the Volga and Kama rivers (European Russia)	52	52	100	1888
3d18cc61-0ff4-4617-aea3-94179ce3a101	Records of fish and aquatic invertebrates made in Ukraine during 2008-2023 field studies	72	72	100	5814
b7a6efe5-7bd8-4d51-9772-2b955fd61f95	Fish skeletons in the modern Osteological Collections at the University Museum of Bergen	266	266	100	2265
6c2e805f-5c57-4d13-b885-90ac70375078	Freshwater fish records via iRecord - additional species	4	4	100	1057
4f531f36-c229-400b-b855-4d07aee8ff14	Invasive and neolimnetic fish species in Dnipro, Danube and some others basins (Ukraine, 2022-2023)	17	17	100	561
88cf2487-51a5-4f9a-a6a2-82ad28398dc9	Invasive, neolimnetic and aboriginal fish species in Dnipro, Danube and Southern Buh basins (Ukraine, 2021)	48	48	100	398
3101bb08-d04d-4447-b916-112713e48198	Distribution of fish species in the Southern Bug river within Buzk's Gard National Nature Park (Mykolaiv region)	13	13	100	43
e79ec95a-a90f-4f99-819c-8e4ec58e6bd3	Fish occurrence in middle Volga and upper Don regions (Russia)	54	54	100	6384
b88e40a8-c39e-4f8f-962a-7f6d93a977a4	Kenai National Wildlife Refuge Invasive Fish Surveys - 2023	6	5	83.33333333333334	112
cdcab0cb-e9d4-44c0-bac2-c3891805998a	Kenai National Wildlife Refuge invasive fish surveys - 2024	9	9	100	385
df9f5758-384b-4f8f-a3cc-e60d9af178d7	Fish species in recreational fishing catches in the Zaporizhia (Dnipro) reservoir and in the upper part of the Kaniv reservoir	15	15	100	308
87bf23f0-1924-4cb5-b2fa-15f768b06ed5	Records of fish and crustacean species in commercial fishing catches in Dnipro River reservoirs made during field studies іn 2011-2014	22	22	100	1129
271220a4-6665-402a-9e85-87e9f4762e99	Documentation of Fish (Actinopterygii) Diversity of Santragachi Jheel (significant for migratory ducks), Howrah, West Bengal, India	21	20	95.23809523809523	21
4bccf9f3-f3fe-47ff-a172-4a189e452786	Fish observation data from the national fish observation database	38	38	100	31831
29d54fb6-ed46-4a75-9697-55b73e63beed	UAFMC Fish	335	334	99.70149253731343	5697
494ceb90-924c-483d-ae58-9dd89efb85a1	RAVON (NL) - Fish observations extracted from historic reports 1860-1907	4	4	100	19700
640ae8b7-14b9-4188-894a-a2bc3821c752	UWIZM Fish Collections	153	153	100	844
87fca6a4-11ec-4799-a668-8461a554f86b	RAVON (NL) - Fish observations extracted from Hoek (1890) and Redeke (1921)	28	28	100	762
7cf718e4-cecf-4930-8c08-bd87cac90787	Data on fish and crustacean species found in poaching catches in the Kakhovka and Zaporizhzhia reservoirs in 2022-2023, obtained through the analysis of administrative offense reports	15	15	100	363
7b20cfac-f762-11e1-a439-00145eb45e9a	Fish (NSMK-PI)	140	140	100	30385
7ae7ea52-f762-11e1-a439-00145eb45e9a	Fish (MNHM-PI)	27	27	100	75
7b2b4536-f762-11e1-a439-00145eb45e9a	Fish (NHMK-PI)	250	249	99.6	2455
7b1793a6-f762-11e1-a439-00145eb45e9a	Fish (JNHM-PI)	252	252	100	929
7b106ef0-f762-11e1-a439-00145eb45e9a	Fish (KIWE-PI)	85	85	100	3711
7aea7d3a-f762-11e1-a439-00145eb45e9a	Fish (ASJK-PI)	117	117	100	1596
a60ba16c-b79d-4de5-b697-7bc1df464529	Talvik fish tag database	3	3	100	7028
08a41903-7411-479a-929d-4a0c9bc40b31	Ims fish tag database	4	4	100	36232
f8d03ba0-f81b-482c-a7d0-bd3254e9e7e7	UTEP Fish (Arctos)	49	49	100	240
b7dd8170-98a0-11de-b4d9-b8a03c50a862	The Fish Database of Taiwan	2848	2844	99.85955056179775	22224
54deeae4-a99e-4d22-962a-f711ea550eab	URM Fish Collection	3035	3023	99.60461285008238	38676
806a4f76-044a-417c-848e-6cfe466c344e	Fish species in recreational fishing catches on the section of the Dnieper River that corresponded (before the destruction by the aggressor state, the russian federation) to the upper part of the Kakhovka Reservoir	12	12	100	279
84b9a51f-ec2e-41dc-9d7a-1e3aa411b939	National fish tag database	4	4	100	34108
5c53810e-b945-47ce-b655-83603c955779	KiEco Ecology: Freshwater Fish	33	33	100	44690
91382f44-048a-47b8-a6dc-4cca9faf4c9f	Tampere TMPM fish collections	4	4	100	5
52ff7a75-4354-464c-9765-eca68cf90859	BioGIS - Fish - HUJ collections	46	46	100	1072
5853051c-42f5-4246-bfde-4aaba3ef3bf8	ASEAN Fish Occurrences Literature	1377	1376	99.9273783587509	1950
b745c9fa-b58a-40f9-a335-df82adca3655	SEWBReC Fish (South East Wales)	87	87	100	1331
f0d00d00-aa57-4209-abaf-be2aed9a71dd	NHMO Fish collection	1950	1949	99.94871794871794	11773
415cdd20-b2a4-45b1-8918-b6a4bf188ffe	MLZ Fish Collection (Arctos)	739	739	100	39477
3c06621f-b241-4ea0-b830-3755e9b519a0	FishEye Collaborative Fish Sounds	48	48	100	164
218522cf-b0ed-4b0e-8dd9-e543e3cd4951	Fish specimens of Bihoro Museum	88	88	100	14007
f2069019-06c4-40fc-97a4-6672134a1f1f	The Living Murray Fish data	15	15	100	371
81209a18-f762-11e1-a439-00145eb45e9a	Ibaraki Nature Museum, Fish collection	497	496	99.79879275653923	5322
848ae956-f762-11e1-a439-00145eb45e9a	Fish Collection of Hokkaido University	2552	2549	99.88244514106583	59019
4006e183-1542-41fe-b79c-28290c70b0d0	Project for Reef Fish Monitoring	109	109	100	690
58aa0748-bdac-458f-99f6-cf39f2e15bc5	Fish:  Records for Kent	112	112	100	3294
813b435e-f762-11e1-a439-00145eb45e9a	Ohio State University Fish Division (OSUM)	875	873	99.77142857142857	100586
721ec3cb-78b5-42b9-9ad1-57fe90b75e6f	Fish monitoring data in Lake Kasumigaura	50	50	100	1750
999e2b4b-5dae-475a-bd2d-beae8fd6c8c9	Gabon Biodiversity Collection - Poisson (Fish)	53	53	100	271
1f396a46-b83e-4255-a840-859985f73ded	Murray-Darling Basin fish monitoring survey	32	32	100	2791
58414378-4fb2-47e0-8dd5-8b55d5c77117	Bolivian Amazon lowland fish metacommunity data	209	209	100	2640
de2875e4-6f69-460a-b8c4-ead427afd53e	NHMO DNA Bank Fish scale collection	28	28	100	169126
dbbdb1f4-d5c7-4b72-b31f-ef6fdf33a9b3	Fish specimens of Toyama Science Museum	121	121	100	6180
9b407cb8-27fc-11e2-85e3-00145eb45e9a	Fish Living in Freshwater (KIDR-PI)	195	194	99.48717948717949	201
57990c52-8b6a-4595-a156-65fd6cf60b18	SPC CoFish Fish Observations Niue 2005	136	135	99.26470588235294	2602
cadacd9e-2431-4dc1-a46e-c6dacac2b24e	SPC CoFish Fish Observations Nauru 2005	125	124	99.2	2632
48a18d17-96f2-4a0d-89ad-bbe1ac6ce72c	Additional fish species occurrence records  for Uganda	107	107	100	2628
84899ff6-f762-11e1-a439-00145eb45e9a	Fish Collection of Yokosuka City Museum	1290	1288	99.84496124031008	15766
a2254f58-8bbf-41e6-ac4e-03d1683e0ce5	MSB Fish Collection (Arctos)	438	437	99.77168949771689	123431
6ef41d6f-2ba4-4afc-8b80-b16632ebe47d	NE Scotland fish records 1800-2010	27	27	100	5867
941c9436-9171-4e26-b623-74765d5e3362	SPC CoFish Fish Observations Palau 2007	280	279	99.64285714285714	6168
9a8d2896-6ca9-42b8-a70c-f2ac0f2ffbf3	Abilene Christian University Fish Specimens (Arctos)	45	44	97.77777777777777	76
0c0258d8-e503-4d57-9734-92aad4072dd2	NEON Biorepository Fish Collection (Vouchers)	65	65	100	714
2715079c-e63a-4127-8cf1-39a56af1f6c4	Fish atlas AGE, Recorder-Lux database	46	45	97.82608695652173	3180
c137c84b-d4b6-47fb-9178-7a9808a96359	Alien invasive  fish species of Republic Karelia	2	2	100	8
a96f7777-8222-4f17-be6d-295d8d067766	Fish occurrence in Kama River basin	45	45	100	6332
caff29b9-5038-40ae-b373-b454cc89be19	Austin Peay State University Fish Specimens (Arctos)	288	288	100	6450
1495ce24-43be-4cb7-895a-322f643ad885	Fish Specimens of the Yamagata Prefectural Museum	271	269	99.2619926199262	1274
80f63c1e-f762-11e1-a439-00145eb45e9a	Fish collection of the Kagoshima University Museum	3885	3875	99.74259974259975	165874
c81d43ba-3cf6-4016-9c74-321e07074f6c	Fish specimens of Ryukyu University Museum (Fujukan)	7	7	100	11
8495457c-f762-11e1-a439-00145eb45e9a	Fish Specimens of Tokushima Prefectural Museum, Japan	662	660	99.69788519637463	13977
95f9b1b8-f762-11e1-a439-00145eb45e9a	Gunma Museum of Natural History, Fish Specimen	94	94	100	275
99cccf3d-791b-4e06-bd3e-a0cdf230242e	Offshore Fish Species in Kingdom of Tonga	30	30	100	30
2d74ce7a-a3c9-4045-b98d-7bb6cd043894	UFPA | Inventory of Fish Taxa Based on Bulk Fish Diet Samples from the Capim River Basin (Pará, Brazil)	29	29	100	300
1e830fd4-9027-4dbb-ae30-5f066466d263	Fish collection of Yamaguchi prefectural Yamaguchi Museum	225	225	100	4378
84a5a08e-f762-11e1-a439-00145eb45e9a	Freshwater Fish Specimens of Lake Biwa Museum	747	747	100	27066
478e52db-0450-47f0-a763-ad3bcdaba6d9	Non Fish Species Occurrence in ASEAN Region	0	0	NA	0
fbb002cb-23a3-45c4-8e07-76f07a385085	SPC CoFish Fish Observations Cook Islands 2007	172	171	99.4186046511628	2719
69a84027-2b96-49ea-8011-d8030c94bfa9	SPC CoFish Fish Observations Marshall Islands 2007	214	212	99.06542056074767	3930
06f61e4a-9ca0-47e3-8e9b-8f953274d26f	SPC PROCFish/C Fish Observations Kiribati 2004	248	246	99.19354838709677	5328
d9bf2980-8230-4681-9929-dff323aefb58	SPC PROCFish/C Fish Observations Tonga 2008	172	171	99.4186046511628	2435
7fadb3a5-77af-4987-825e-8e48662cb507	SPC PROCFish/C Fish Observations Samoa 2005	188	186	98.93617021276596	4026
5958347d-0849-40a6-a83d-14963655753c	SPC PROCFish/C Fish Observations Vanuatu 2003	236	233	98.72881355932203	5645
e0d1ce44-728d-4d0b-a303-41d151c5d4cf	Fish Fauna of Berlin	37	37	100	105
18896efa-22df-4fbd-9782-42f47257e753	Fish Specimen Collection of National Museum, Philippines	1024	1016	99.21875	3846
34b382fc-8add-4565-965e-ca707d6fe48c	MijnVISmaat - Exotic fish occurrences in Belgium	16	16	100	1095
ba228394-028a-449a-9d5b-51027fabb598	KUO Fish collections	75	74	98.66666666666667	1687
efe6f935-c7bf-4f15-a0e9-9b28aff5b01e	NatMIP Fish Collection	36	36	100	58
84e94348-f762-11e1-a439-00145eb45e9a	FHSM Fish Collection	232	232	100	25219
97255e25-4983-4e2b-bf18-2127d29e12a9	NEON Biorepository Fish Collection (DNA Extracts)	107	107	100	2500
de7ec8f9-44da-4cbf-9a3a-897ff2198c01	University of Nebraska State Museum Fish Collection	161	161	100	14413
61316a81-20a4-47e0-8635-20ca6f2700f6	Fish species occurrences in selected rivers in western Uganda	41	41	100	403
eae344c2-6605-4260-a2e6-33acbe967993	Fish, Amphibian, Reptile Specimens of The Cattle Museum	6	4	66.66666666666666	8
a4f3eba8-d023-4762-88f8-fcc6e81ce74d	Fish specimens of Okinawa Prefectural Museum & Art Museum	89	89	100	157
