key	title	publishingOrganizationKey	publishingOrganizationTitle	matched_keywords
06df03fc-8973-490c-af74-089fffae9e24	Free-living marine Nematodes from San Julián bay (Santa Cruz, Argentine), 2009.	b62390e0-0e35-11d9-8431-b8a03c50a862	CCT CONICET-CENPAT Centro Científico Tecnológico	marine
12ccff8a-cfa8-46f8-a8b0-c6da39cb8910	CMarZ (Census of Marine Zooplankton)-Asia Database	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine, zooplankton, plankton
5d01caac-c0b4-4385-a494-d71067ce70c3	Institute of Marine Affairs Marine Reference Collection	215671db-9a23-4cb0-9d3b-060dc7d7c65d	Institute of Marine Affairs	marine
4caa2abf-8e32-4c4d-9b61-1c9b470718ce	Marine Turtles	f3bdbee7-8978-4bfc-bd3b-20650fee8fac	Marine Environmental Monitoring	marine, turtle
85ad6c96-f762-11e1-a439-00145eb45e9a	AWI-Herbarium Marine Macroalgae	497688a0-59d6-11db-893e-b8a03c50a862	Biological Institute Helgoland (BAH) in the Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research	marine
37a1816f-d4fd-4d30-bf74-72ca5bf0eb90	Marine Species Records from Skomer Marine Conservation Zone (MCZ) Marine Monitoring Programme	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine
520237b3-b0b3-47b5-90e1-af12098d6128	Marine Records from Pembrokeshire Marine Species Atlas	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine
75f5d7fa-4f2b-4f97-8ca1-3a36f47a15bc	KiEco Marine Ecology: Marine Benthic Invertebrates	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine, benthic, invertebrate, invertebrates
686c1b9b-5f29-4e1f-8c28-f9779d264579	Porcupine Marine Natural History Society Dataset	f0a23325-1a1d-4b4c-a192-63765963d0a4	Porcupine Marine Natural History Society	marine
79e21918-887b-4b40-9305-abc5f57494dd	Biodiversity of Luiz Saldanha Marine Park	54a7048f-6d1f-468e-bd38-a585e05ca24d	Centre of Marine Sciences	marine
8b1d38b0-a8bf-43b1-9ac9-d3198e694769	Global distribution of marine forests [herbaria records]	54a7048f-6d1f-468e-bd38-a585e05ca24d	Centre of Marine Sciences	marine
dc9dc0fe-517f-460f-a649-eae2340ba108	Global distribution of marine forests [literature records]	54a7048f-6d1f-468e-bd38-a585e05ca24d	Centre of Marine Sciences	marine
b0722e5f-119a-4f47-935f-b54f34d13f9b	Distribution of marine forests based on citizen science	54a7048f-6d1f-468e-bd38-a585e05ca24d	Centre of Marine Sciences	marine
948c51dd-066e-4cdb-9554-d0ac54afb128	Avistamientos de Biodiversidad Marina  /  Marine Biodiversity Sightings	d54819fb-3423-49b9-bac4-5ac1624f9070	SEAK S.A.S	marine
27c33480-3aab-46c5-8aa3-684800a52326	KiEco Marine Ecology: Marine Phytoplankton	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine, phytoplankton, plankton
2a957243-2630-4f72-81e7-3c68f8f79e63	KiEco Marine Ecology: Marine Phytoplankton	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine, phytoplankton, plankton
18b7c5c7-9814-4dc4-a8aa-833e91969358	Marine bottom organisms in prospective marine protected area Froan-Sularevet, Norway	620e3d31-d433-4154-9cf6-232a6a6b5e3f	Akvaplan-niva	marine, bottom
03428ad0-492b-495b-80ad-5b5376f238ba	Virginia Institute of Marine Science Invertebrate Collection	8862ef90-cb69-498c-b8ea-c15f8f7cdd07	Virginia Institute of Marine Science	marine, invertebrate
0f6311c5-19a4-482a-a0bf-cbfe217a355d	Irish Marine Turtle Records	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, turtle
0f6d26c0-c645-4f15-b1c9-fbcb77515545	University of Miami, Voss Marine Invertebrate Collections	5624d6f9-a94b-42c4-8814-a587e7e5e6f0	Rosenstiel School, University of Miami Voss Marine Invertebrate Collection	marine, invertebrate
60de59a4-c428-4d49-873d-b117bea1fcc9	Ulster Museum Marine Surveys	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine
7aecd33c-f762-11e1-a439-00145eb45e9a	Marine Plants (NHMC-SA)	7d1bc440-e60c-11dc-af9e-b8a03c50a862	Chungnam University Natural History Museum	marine
8f77a6c5-7ad6-4c73-847c-0e2119c2fa4f	KiEco Ecology: Marine Fish	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine, fish
88719a30-6c9f-4a64-979e-f5436e93ec50	Cadre d'acquisition personnel de Parion Marine-Jeu de données personnel de Parion Marine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
5917b056-7a54-4cd9-b73c-3e6c41079862	Cadre d'acquisition personnel de Zimmer Marine-Jeu de données personnel de Zimmer Marine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
59407d0a-3dfc-4384-a767-b45bf177fdb9	Ulster University Marine Research Data	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine
9fad752d-4bf9-4adf-9535-3cf6339a70fb	Department of Agriculture Environment and Rural Affairs (DAERA) Marine and Fisheries Division Marine Survey Data	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine, fish, fisheries
2a6e6cbf-3ac8-47b7-aba1-99a776fc5f18	SDNHM Marine Invertebrate Collection	8a471700-4ce8-11db-b80e-b8a03c50a862	San Diego Natural History Museum	marine, invertebrate
8105f15e-f762-11e1-a439-00145eb45e9a	Marine specimens of Misaki Marine Biological Station, Graduate School of Science, The University of Tokyo	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
492d70bb-fe52-4575-9b35-ce4282f41d7d	Marine Education Society of Australasia	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	Atlas of Living Australia	marine
289ccc30-41c1-477b-b398-897561bb077e	Marine Organisms of American Samoa	90cc71b0-055b-11d8-b84e-b8a03c50a862	Bernice Pauahi Bishop Museum	marine
cfb98735-6065-42fa-8613-fce70d39cbbe	BioGIS - Marine snails - HUJ collections	cb633566-ed21-4684-bcce-df84d0eb4c8a	The National Natural History Collections	marine
e2980e63-d152-4219-8c1e-0ffdef3ea6aa	Auckland Museum NZ Marine Collection	32e82a64-c9b4-4b2f-9fbd-d446309b973f	Auckland War Memorial Museum	marine
1cfb1900-5735-4f47-9f97-cb99a1aa7211	Marine Life Society of South Australia	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	Atlas of Living Australia	marine
00df33f6-0296-46df-b2fe-0355c1422ba4	Loughs Agency Marine Survey Data	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine
82d23348-0fee-4e2d-9152-48136ef54b2d	Seasearch Marine Surveys in Wales	5d662340-07fa-41b7-a3fc-e2e63ca50800	Seasearch	marine, seas
990e845f-836b-4467-bc5f-46c8495259ec	Seasearch Marine Surveys in Scotland	5d662340-07fa-41b7-a3fc-e2e63ca50800	Seasearch	marine, seas
8fb455fb-2eac-45f1-bfcb-fb0a5264ea79	Regionally Integrated Marine Database (RINKAI), managed by JAMBIO, an association of Japanese university-based marine stations	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
0b1150c9-dfa8-4904-8bc5-b79b4e1930e6	FBIP: SeaKeys_SANBI: Marine images iSpot_2013	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	South African National Biodiversity Institute	marine
139a966c-22d5-486b-bff2-cfcbccd6fdfc	Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by JNCC	bb108780-00da-49a7-ba12-40a25192a626	Joint Nature Conservation Committee	marine, benthic
52422715-c1db-40a0-ba16-b84a295d248a	Seasearch Marine Surveys in England	5d662340-07fa-41b7-a3fc-e2e63ca50800	Seasearch	marine, seas
928304f1-d313-47cd-b17b-0232bc27b727	Seasearch Marine Surveys in Ireland	5d662340-07fa-41b7-a3fc-e2e63ca50800	Seasearch	marine, seas
0e988b71-2cc1-4cd3-a026-ef14c056b05c	Coastal and Marine Species Database	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, coast, coastal
29c713af-3f97-4c0a-bb6d-c09c1cef5f72	Queens University Belfast Marine Research Data	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine
11ddb6e5-7bc8-4478-9e80-5c85c1a08ae2	Consultancy Contract Surveys - Marine Species Records	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine
71bc8e1a-0dbd-4a5f-8b3c-ef278252f6bb	Porcupine Marine Natural History Society Records	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine
379156c8-c268-4537-aea4-83d94cc785f5	IZIKO: Marine Invertebrate Collection (1900-2011)	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	South African National Biodiversity Institute	marine, invertebrate
4ad368c4-b33a-41d8-a8ce-e0ba4d9e5863	Species distribution of Marine Invasive species Perna viridis in Trinidad and Tobago	215671db-9a23-4cb0-9d3b-060dc7d7c65d	Institute of Marine Affairs	marine
3c1a56f8-b63a-492f-bb77-babb497204fb	Marine Biological Sample Database, JAMSTEC	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
50743314-a455-4f64-b5d5-8a4e816aeec6	Bishop Museum Marine Invertebrates Occurrence Data	90cc71b0-055b-11d8-b84e-b8a03c50a862	Bernice Pauahi Bishop Museum	marine, invertebrate, invertebrates
44c5565c-b772-404e-9231-fc78d77dfbb4	SWG Coastal and marine invertebrate observations	16afe573-48e9-4c9e-836c-69e8489885fc	Strandwerkgemeenschap	marine, coast, coastal, invertebrate
f47f6839-9203-44ee-87f6-7ad047d8430d	Northern Ireland Environmental Recorders - Marine Species Records	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine, northern
e142db13-5b0e-4f15-b652-6e72537b4337	Marine Nature Conservation Review (MNCR) and associated benthic marine data held and managed by English Nature	598eb93d-a844-4289-8adb-0f8583dac91e	Natural England	marine, benthic
81d9893e-d07b-46dd-be6c-2e8b6b850d99	Ulster Wildlife Living Seas Marine Species Records	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine, seas
a2a36824-70bb-431a-a5a4-1f848e5cc9b3	Agri-Food and Biosciences Institute Marine Surveys	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine
1260320d-5eb6-475b-bf4a-a60cf3f9e3e1	Amphipod species in European marine waters	614585a7-50d9-4028-832a-2f86a55aed99	University of Palermo	marine, water
f3f169bb-3cd8-4a67-b347-f0776c53f3e5	Coastwatch Marine Species Records from Northern Ireland	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine, coast, northern
ead6339f-39f8-46be-b059-d1c48d88ab29	Marine invertebrate collection NTNU University Museum	a8144f37-5ff7-4137-9400-94b5b2ea4ec4	Norwegian University of Science and Technology	marine, invertebrate
ca62d9a7-e2b0-4755-b7a0-f7406a4f80ac	Abilene Christian University Marine invertebrate Specimens (Arctos)	3c72e884-20cb-4cc3-bd9f-9f6cda7bb980	Abilene Christian University Natural History Collection	marine, invertebrate
945e072e-cd1e-4914-9174-72fedd69fedc	JDD observateurs -Observations opportunistes de Legrand Marine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
de01e932-89fb-4511-8d47-3d05f256970f	JDD observateurs -Observations opportunistes de Lucet Marine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
fc1db8ad-1b67-4f61-98fe-0c31487c47e4	SARDI Molecular surveillance for invasive marine species	7c32d06a-86ce-4746-99c3-96d57f9df248	South Australian Research and Development Institute	marine
2326eba5-a469-4887-94a0-d2762fa86177	Natal Museum Dredging Programme marine mollusc data	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	South African National Biodiversity Institute	marine
41ee2f9b-33b2-4d72-9f91-42cc5a3a24dd	NE Scotland marine mammal records 1800-2010	f13cb487-bf52-456f-a319-edc21642462c	North East Scotland Biological Records Centre	marine
6902fa28-46d9-44f7-a510-1f1f83e99c7c	National Museums Scotland marine strandings Z.2014.21	7fd3bb3f-217b-467e-a1de-d15a04d0b874	National Museums Scotland	marine
ac23b599-b642-4ed6-9724-5f8bde4d9356	Projet d'énergie renouvelable-[SUIVI] 2020-2021 mégafaune marine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
76451f4a-7bdf-4547-8978-50760e6a1e98	Projet d'énergie renouvelable-[SUIVI] 2021-2022 mégafaune marine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
c4a764e4-8455-425b-b553-253f9f9dfbac	Yorkshire Naturalists Union Marine and Coastal Section Records	f3d462e2-4113-49cd-974d-f7d59d169801	Yorkshire Naturalists' Union	marine, coast, coastal
bf8bd6f8-71d5-49b3-b2b4-2ebc922428a1	University of California, Santa Cruz Marine Macroalgal Herbarium	f753171f-d38a-44fd-af85-40818746b336	Kenneth S. Norris Center for Natural History	marine
84cb653a-f762-11e1-a439-00145eb45e9a	Marine Benthic Fauna List, Island of Læsø, Denmark	1649bf8c-d7e0-482a-9f1a-8292cd418c62	Department of Biology, University of Copenhagen	marine, island, benthic
56687a3d-b48f-44e5-b2b8-d55bafff2f33	Galiano Island BC Canada Marine Zoology 1893–2021	750a8724-fa66-4c27-b645-bd58ac5ee010	Biodiversity Data Journal	marine, island
5a9c8ebb-4e06-4693-be95-dbf5eeafe8d7	Ichthyological collection of Marine Science Museum, Tokai University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
a899709f-9a73-4cac-84d8-a7dcc7b70280	Seasearch Marine Surveys in the Channel Islands	5d662340-07fa-41b7-a3fc-e2e63ca50800	Seasearch	marine, island, islands, seas
26ae0930-98a1-11de-b4da-b8a03c50a862	National Museum of Marine Biology and Aquarium	7050ce20-c75e-11dd-87ef-b8a03c50a862	TELDAP	marine
328eee7e-4ba7-48ed-b10c-819522541a53	Mapping of vulnerable marine species and habitats, Norway	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat
8dd916d3-848b-4fae-9e69-ba0d01ff0396	CBES marine mammals encounters through citizen science apps (2022)	457fbdb9-ef71-4d0f-b5c7-e67b01372cd9	Center for Biodiversity conservation and Endangered Species (CBES)	marine
e17b874d-94c7-4eb3-807b-1efedac8e3ba	IMOST: Ibero-Balearic and Macaronesian non-marine ostracods	bd79995f-0fc1-4ce8-a6e6-8eb75be35e7d	Ecology Unit, Department of Microbiology and Ecology, University of Valencia	marine
16b0aa56-90aa-436c-bfe8-b5af83f84575	Biodiversity Research and Teaching Collections - TCWC Marine Invertebrates	2b8e48b0-812d-11de-86fe-b8a03c50a862	Texas A&M University Biodiversity Research and Teaching Collections	marine, invertebrate, invertebrates
a71b06c8-c62d-46ed-8daa-f10b0aeca0da	Marine Offshore Seabed Survey data held by JNCC	bb108780-00da-49a7-ba12-40a25192a626	Joint Nature Conservation Committee	marine, offshore
586fa366-648c-48d3-a590-88a3ce00dfa0	Biodiversité marine de l’île de La Réunion. Programme BIOLAVE	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
5b8b3849-659d-4a08-b268-1a8edaff7e9b	CBES Marine mammal stranding data in Vietnam 2004-now	457fbdb9-ef71-4d0f-b5c7-e67b01372cd9	Center for Biodiversity conservation and Endangered Species (CBES)	marine
e45ea07f-d054-4129-9552-f0c9e6af4019	Conchological Society of Great Britain & Ireland: marine mollusc records	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine
c45c8530-fd7d-4f30-a9e4-c6d243a4b404	Seasearch Marine Surveys in the Isle of Man	5d662340-07fa-41b7-a3fc-e2e63ca50800	Seasearch	marine, seas
936825d1-7810-4665-88e9-c26f5b238f92	Marine benthic animal data along Yokohama City Coast	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine, coast, benthic
70a53441-4e44-4216-aac3-4e9d02e33212	First eDNA-Based Monitoring of Marine Vertebrates in the Urbanized Marine Ecosystem Abu Dhabi	cc9c6d3e-169f-46cb-ad4f-5aff30a65e78	Institut Systematique Evolution Biodiversité - UMR 7205	marine
c110e876-5ee1-4a70-b510-22315218a754	Inventory of marine amphipod species from Italian waters: an update	614585a7-50d9-4028-832a-2f86a55aed99	University of Palermo	marine, water
7201065d-95ac-4706-bb2b-9fd04209fc8d	Marine Invertebrata specimen database of Osaka Museum of Natutal History	c3367060-856b-11d9-8486-b8a03c50a862	National Institute of Genetics, ROIS	marine
69bc8993-33e4-4a34-985b-d73d70a88c6d	Centre for Environmental Data and Recording (CEDaR) Marine Species Data	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine
534abda8-18f5-11e2-98fb-00145eb45e9a	Arthropoda Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
5318e238-18f5-11e2-98fb-00145eb45e9a	Type Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
532df8ee-18f5-11e2-98fb-00145eb45e9a	Invertebrate collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine, invertebrate
53767aa6-18f5-11e2-98fb-00145eb45e9a	Bacteria Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
533cd788-18f5-11e2-98fb-00145eb45e9a	Mollusca Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
5358d8ac-18f5-11e2-98fb-00145eb45e9a	Cnidaria Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
53849852-18f5-11e2-98fb-00145eb45e9a	Chromista Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	Natural England Marine Monitoring surveys	598eb93d-a844-4289-8adb-0f8583dac91e	Natural England	marine
db9fe307-0dd1-48d8-b977-f025efb21a62	Conchological Society of Great Britain & Ireland: non-marine mollusc records	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine
36291b97-cf96-43fc-bc32-f55e2b934fad	Estonian Marine Institute Vimba bream (Vimba vimba L.)  scales	0870a77b-587c-4369-a8ed-bc3d347b8e1c	PlutoF	marine
bd3b3d15-1a5a-4cfa-8c0d-b59a0b629cc6	Mapping of vulnerable marine species and habitats, Midfjorden in Vestnes	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat
9ec624fa-78b9-406b-8248-8f4e99b03b40	Mapping of vulnerable marine species and habitats, Moldefjorden in Molde	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat
d97a7efc-5979-4eae-a7ce-e82db98952d9	Mapping of vulnerable marine species and habitats, Sklinna in Leka	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat
1dc51d84-a452-4116-b147-e04575a20240	Mapping of vulnerable marine species and habitats, Harøyfjorden in Aukra	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat
24682f5d-dacf-4a93-869c-d308b1127f1c	Mapping of vulnerable marine species and habitats, Brønnøyfjorden in Nærøysund	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat
64a375e9-aa8a-4727-9ea2-a548d33d903b	Benthic marine diatoms from French coastal and transitional waters	31d27c2d-dfff-4fca-a70d-11f0f337f4f5	Université de Nantes	marine, coast, benthic, water, coastal
8151d1a3-662c-4ba4-860a-78da64253114	Mapping marine biodiversity in the algae belt, Norway	f314b0b0-e3dc-11d9-8d81-b8a03c50a862	University of Oslo	marine
53687028-18f5-11e2-98fb-00145eb45e9a	Seaweed (Plantae) Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
870afa50-180e-4153-b1b7-ec437ede20cb	Rare marine fishes taken in Irish waters from 1786 to 2008	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, fish, water, fishes
57263ed3-c708-4523-92a4-d47e10381b53	Marine Macroalgae collection dataset from Herbarium João de Carvalho e Vasconcellos (LISI)	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	Instituto Superior de Agronomia / Universidade de Lisboa	marine
6a1d69f5-961b-4825-8efc-858f80ba3cb1	Colección Ictiológica del CENPAT-CONICET	b62390e0-0e35-11d9-8431-b8a03c50a862	CCT CONICET-CENPAT Centro Científico Tecnológico	
da23c0cd-312a-46c2-9da6-c29f21b4bf79	Marine Data from The Wildlife Trusts (TWT) Dive Team; 2014-2018	9382d4f6-0f5c-4481-8c62-01bae79a32e6	The Wildlife Trusts	marine
5767f180-98a1-11de-b4da-b8a03c50a862	National Museum Of Marine Science & Technology	7050ce20-c75e-11dd-87ef-b8a03c50a862	TELDAP	marine
622f5dd7-f626-4364-9932-ce785cacd9ec	Moluscos Marinhos de Augusto Nobre	707f5e4c-ae29-4013-bc49-409e44f95243	Natural History and Science Museum of the University of Porto (MHNC-UP)	
95e2a831-9b4e-458b-ad0f-5f69fa01c73e	Estonian Marine Institute European sprat (Sprattus sprattus L.) otolith collection	0870a77b-587c-4369-a8ed-bc3d347b8e1c	PlutoF	marine
f9bd9487-2e85-4e4c-8581-3aab3c6db5ee	Conchological Society of Great Britain & Ireland: non-marine molluscs (Channel Islands)	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine, island, islands
8c8f29d8-870b-44fd-82c0-c767734e0f27	eDNA-based Assessment of Marine Vertebrate Diversity in Svalbard Coastal Waters	cc9c6d3e-169f-46cb-ad4f-5aff30a65e78	Institut Systematique Evolution Biodiversité - UMR 7205	marine, coast, water, coastal
339e9664-56f6-4174-a32e-c00ce3e5d60a	artsprosjektet_53-14_copclad	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	Norwegian Biodiversity Information Centre	
6b3877d5-4869-43aa-af12-92c703fd5b6d	Marine data from Natural Resources Wales (NRW) Technical Support (Research & Monitoring) Contracts, Wales	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine
864c6f58-dc20-4434-87d3-103fd5e769d9	Mapping of vulnerable marine species and habitats, Frohavet-Flesafjorden, in Åfjord Municipality	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat
d592283b-b00e-4a39-9499-289842ccddf1	Free-living marine Nematodes from San Antonio bay (Río Negro, Argentine) 2009.	b62390e0-0e35-11d9-8431-b8a03c50a862	CCT CONICET-CENPAT Centro Científico Tecnológico	marine
6b6f3121-d1c0-4229-b824-f73ac17695cb	Mozambique_Fish_Collections	5e1f6688-3fda-49f1-89e3-f4e895a02f8f	Eduardo Mondlane University Natural History Museum	fish
bbbebe9f-6dd5-41b3-a314-3877920d26f2	Endangered Species Listed in the Toba city Marine Red Data Book 2023	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
fa977e94-27cd-479e-af5a-d80538cfb2e9	Marine biodiversity of the Southwest Alentejo and Costa Vicentina Natural Park (Project MARSW)	53f347a7-99ce-4528-a085-5c76eb1301a0	ICNF - Instituto da Conservação da Natureza e das Florestas	marine
11c00ed9-1c1b-47d1-9eb4-66a491c7d7b3	Monitoring data of marine turtles on the Togolese coast over 2012-2013 years	d2583793-e5c1-41ae-83bd-86300d34e2cb	Université de Lomé	marine, turtle, coast
7a47414c-f762-11e1-a439-00145eb45e9a	The national database for marine data (MADS)	1a127d84-5508-4307-be4b-04e0b71eb113	Danish Centre for Environment and Energy, Aarhus University	marine
45911491-53f5-48dc-ad09-bf09e05a6630	IOW Natural History & Archaeological Society Marine Records	f63e7835-6213-4c4c-9f0d-4c4dca080aed	Isle of Wight Local Records Centre	marine
1b18bab9-abdb-41b4-83c8-368ca2e6d391	FBIP: IZIKO Marine Bony Fish (1884-2013)	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	South African National Biodiversity Institute	marine, fish
c9002199-f9bd-4ce7-88ed-208ecc81aabf	Marine decapod crustaceans of the San'in District	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
7a53eaaa-f762-11e1-a439-00145eb45e9a	Marine Invertebrata specimens deposited in the Fukui City Museum of Natural History, Japan	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine
5df3c9be-d9a1-4c36-a5bc-bdf88b78dbe3	Marine sites, habitats and species data collected during the BioMar survey of Ireland.	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, habitat
00255299-4034-4f8d-86ed-805dacc0ec5d	Marine sites, habitats and species data collected during the BioMar survey of Ireland.	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, habitat
1f01089a-a95e-4a15-80c2-613868c2f0a3	First Study on Marine Heterobranchia (Gastropoda, Mollusca) in Bangka Archipelago, North Sulawesi, Indonesia	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	Leibniz Institute for the Analysis of Biodiversity Change (LIB)	marine
5850a253-4e7c-44ec-a784-87a52fd0556a	Conchological Society of Great Britain & Ireland: non-marine molluscs (fossil & subfossil records)	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine
e5d47a25-9e51-40db-9b5c-3f766be5c7b5	LAGPLON Système d'information de la biodiversité marine des récifs et lagons - Collection des données de biodiversité marine de Nouvelle-Calédonie	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
968759c2-b249-45f0-8986-34859c30c917	Inventory of the free-living marine nematode specie from el Bibane Lagoon (Tunisia)	e8eada63-4a33-44aa-b2fd-4f71efb222a0	Museu de Ciències Naturals de Barcelona	marine
e0370da7-b32b-414c-8a61-1d86125075f3	Mobilising marine biodiversity data: a new malacological dataset of Italian records (Mollusca)	82023cc8-8ea9-4128-9597-979cd961a14f	Museo di Zoologia (MZUR) - Sapienza University of Rome	marine
eed49c61-2085-46c4-8d4f-d2cda50fd404	LAGPLON Système d'information de la biodiversité marine des récifs et lagons - Collection des données de biodiversité marine de Polynésie française (LAGPLON)	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine
1fedff9c-8dc3-4683-abec-34ea7c84f1af	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (ESC-Part II)	a30d7f59-d3d4-4e89-97dc-de9cf837f591	ASEAN Centre for Biodiversity (ACB)	marine
