key	title	publishingOrganizationKey	publishingOrganizationTitle	matched_keywords	total_species	worms_species	worms_percentage	total_occurrences
5b8b3849-659d-4a08-b268-1a8edaff7e9b	CBES Marine mammal stranding data in Vietnam 2004-now	457fbdb9-ef71-4d0f-b5c7-e67b01372cd9	Center for Biodiversity conservation and Endangered Species (CBES)	marine	22	21	95.45454545454544	169
e45ea07f-d054-4129-9552-f0c9e6af4019	Conchological Society of Great Britain & Ireland: marine mollusc records	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine	757	749	98.94319682959048	200846
c45c8530-fd7d-4f30-a9e4-c6d243a4b404	Seasearch Marine Surveys in the Isle of Man	5d662340-07fa-41b7-a3fc-e2e63ca50800	Seasearch	marine, seas	606	486	80.19801980198021	15039
70a53441-4e44-4216-aac3-4e9d02e33212	First eDNA-Based Monitoring of Marine Vertebrates in the Urbanized Marine Ecosystem Abu Dhabi	cc9c6d3e-169f-46cb-ad4f-5aff30a65e78	Institut Systematique Evolution Biodiversité - UMR 7205	marine	22	22	100	97
c110e876-5ee1-4a70-b510-22315218a754	Inventory of marine amphipod species from Italian waters: an update	614585a7-50d9-4028-832a-2f86a55aed99	University of Palermo	marine, water	300	300	100	4294
7201065d-95ac-4706-bb2b-9fd04209fc8d	Marine Invertebrata specimen database of Osaka Museum of Natutal History	c3367060-856b-11d9-8486-b8a03c50a862	National Institute of Genetics, ROIS	marine	1940	1925	99.22680412371136	11193
69bc8993-33e4-4a34-985b-d73d70a88c6d	Centre for Environmental Data and Recording (CEDaR) Marine Species Data	db20bedc-20f1-42dd-9051-a445139f8e51	Centre for Environmental Data and Recording	marine	455	379	83.2967032967033	1474
534abda8-18f5-11e2-98fb-00145eb45e9a	Arthropoda Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine	375	368	98.13333333333333	720
532df8ee-18f5-11e2-98fb-00145eb45e9a	Invertebrate collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine, invertebrate	182	180	98.9010989010989	294
5318e238-18f5-11e2-98fb-00145eb45e9a	Type Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine	294	286	97.27891156462584	395
533cd788-18f5-11e2-98fb-00145eb45e9a	Mollusca Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine	14	14	100	15
5358d8ac-18f5-11e2-98fb-00145eb45e9a	Cnidaria Collection of the Seto Marine Biological Laboratory, Kyoto University	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine	336	332	98.8095238095238	1375
fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2	Natural England Marine Monitoring surveys	598eb93d-a844-4289-8adb-0f8583dac91e	Natural England	marine	2173	1889	86.9305108145421	242030
db9fe307-0dd1-48d8-b977-f025efb21a62	Conchological Society of Great Britain & Ireland: non-marine mollusc records	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine	247	242	97.97570850202428	317268
bd3b3d15-1a5a-4cfa-8c0d-b59a0b629cc6	Mapping of vulnerable marine species and habitats, Midfjorden in Vestnes	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat	8	8	100	166
9ec624fa-78b9-406b-8248-8f4e99b03b40	Mapping of vulnerable marine species and habitats, Moldefjorden in Molde	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat	6	6	100	506
d97a7efc-5979-4eae-a7ce-e82db98952d9	Mapping of vulnerable marine species and habitats, Sklinna in Leka	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat	5	5	100	303
1dc51d84-a452-4116-b147-e04575a20240	Mapping of vulnerable marine species and habitats, Harøyfjorden in Aukra	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat	1	1	100	3
24682f5d-dacf-4a93-869c-d308b1127f1c	Mapping of vulnerable marine species and habitats, Brønnøyfjorden in Nærøysund	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat	5	5	100	20
64a375e9-aa8a-4727-9ea2-a548d33d903b	Benthic marine diatoms from French coastal and transitional waters	31d27c2d-dfff-4fca-a70d-11f0f337f4f5	Université de Nantes	marine, coast, benthic, water, coastal	1943	1795	92.3829130211014	11104
8151d1a3-662c-4ba4-860a-78da64253114	Mapping marine biodiversity in the algae belt, Norway	f314b0b0-e3dc-11d9-8d81-b8a03c50a862	University of Oslo	marine	19	19	100	54
870afa50-180e-4153-b1b7-ec437ede20cb	Rare marine fishes taken in Irish waters from 1786 to 2008	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, fish, water, fishes	139	139	100	1127
2d8cd725-c459-4139-a41a-5989b27ef293	Biodiversity catalog of Marine Coastal Areas of Indigenous People (MCAIPs / ECMPOs), Chile	cc333231-9a5b-4d97-b3a5-b932ec7a3b55	Costa Humboldt	marine, coast, coastal	55	52	94.54545454545456	1094
da23c0cd-312a-46c2-9da6-c29f21b4bf79	Marine Data from The Wildlife Trusts (TWT) Dive Team; 2014-2018	9382d4f6-0f5c-4481-8c62-01bae79a32e6	The Wildlife Trusts	marine	318	274	86.16352201257862	1505
5767f180-98a1-11de-b4da-b8a03c50a862	National Museum Of Marine Science & Technology	7050ce20-c75e-11dd-87ef-b8a03c50a862	TELDAP	marine	1085	1083	99.81566820276495	1220
6a1d69f5-961b-4825-8efc-858f80ba3cb1	Colección Ictiológica del CENPAT-CONICET	b62390e0-0e35-11d9-8431-b8a03c50a862	CCT CONICET-CENPAT Centro Científico Tecnológico	NA	231	229	99.13419913419914	2325
95e2a831-9b4e-458b-ad0f-5f69fa01c73e	Estonian Marine Institute European sprat (Sprattus sprattus L.) otolith collection	0870a77b-587c-4369-a8ed-bc3d347b8e1c	PlutoF	marine	1	1	100	338568
f9bd9487-2e85-4e4c-8581-3aab3c6db5ee	Conchological Society of Great Britain & Ireland: non-marine molluscs (Channel Islands)	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine, island, islands	111	110	99.09909909909908	2187
622f5dd7-f626-4364-9932-ce785cacd9ec	Moluscos Marinhos de Augusto Nobre	707f5e4c-ae29-4013-bc49-409e44f95243	Natural History and Science Museum of the University of Porto (MHNC-UP)	NA	144	142	98.61111111111111	859
8c8f29d8-870b-44fd-82c0-c767734e0f27	eDNA-based Assessment of Marine Vertebrate Diversity in Svalbard Coastal Waters	cc9c6d3e-169f-46cb-ad4f-5aff30a65e78	Institut Systematique Evolution Biodiversité - UMR 7205	marine, coast, water, coastal	36	36	100	205
339e9664-56f6-4174-a32e-c00ce3e5d60a	artsprosjektet_53-14_copclad	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	Norwegian Biodiversity Information Centre	NA	63	62	98.4126984126984	451
864c6f58-dc20-4434-87d3-103fd5e769d9	Mapping of vulnerable marine species and habitats, Frohavet-Flesafjorden, in Åfjord Municipality	56d7759a-a2cd-4585-a5f3-7fbbca931eaf	Aqua Kompetanse	marine, habitat	3	3	100	12
6b3877d5-4869-43aa-af12-92c703fd5b6d	Marine data from Natural Resources Wales (NRW) Technical Support (Research & Monitoring) Contracts, Wales	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4	Natural Resources Wales	marine	1934	1649	85.26370217166495	123175
d592283b-b00e-4a39-9499-289842ccddf1	Free-living marine Nematodes from San Antonio bay (Río Negro, Argentine) 2009.	b62390e0-0e35-11d9-8431-b8a03c50a862	CCT CONICET-CENPAT Centro Científico Tecnológico	marine	56	56	100	5284
bbbebe9f-6dd5-41b3-a314-3877920d26f2	Endangered Species Listed in the Toba city Marine Red Data Book 2023	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine	370	356	96.21621621621622	626
6b6f3121-d1c0-4229-b824-f73ac17695cb	Mozambique_Fish_Collections	5e1f6688-3fda-49f1-89e3-f4e895a02f8f	Eduardo Mondlane University Natural History Museum	fish	162	162	100	339
fa977e94-27cd-479e-af5a-d80538cfb2e9	Marine biodiversity of the Southwest Alentejo and Costa Vicentina Natural Park (Project MARSW)	53f347a7-99ce-4528-a085-5c76eb1301a0	ICNF - Instituto da Conservação da Natureza e das Florestas	marine	393	306	77.86259541984732	3980
11c00ed9-1c1b-47d1-9eb4-66a491c7d7b3	Monitoring data of marine turtles on the Togolese coast over 2012-2013 years	d2583793-e5c1-41ae-83bd-86300d34e2cb	Université de Lomé	marine, turtle, coast	3	3	100	740
7a53eaaa-f762-11e1-a439-00145eb45e9a	Marine Invertebrata specimens deposited in the Fukui City Museum of Natural History, Japan	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine	3182	3090	97.10873664362036	10342
45911491-53f5-48dc-ad09-bf09e05a6630	IOW Natural History & Archaeological Society Marine Records	f63e7835-6213-4c4c-9f0d-4c4dca080aed	Isle of Wight Local Records Centre	marine	139	139	100	911
1b18bab9-abdb-41b4-83c8-368ca2e6d391	FBIP: IZIKO Marine Bony Fish (1884-2013)	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	South African National Biodiversity Institute	marine, fish	2062	2048	99.32104752667314	16348
c9002199-f9bd-4ce7-88ed-208ecc81aabf	Marine decapod crustaceans of the San'in District	4fd82480-ea1c-11da-8db4-b8a03c50a862	National Museum of Nature and Science, Japan	marine	99	99	100	306
5df3c9be-d9a1-4c36-a5bc-bdf88b78dbe3	Marine sites, habitats and species data collected during the BioMar survey of Ireland.	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, habitat	1131	926	81.87444739168878	48313
00255299-4034-4f8d-86ed-805dacc0ec5d	Marine sites, habitats and species data collected during the BioMar survey of Ireland.	d2b97690-bfd6-11de-b279-d52977ace833	National Biodiversity Data Centre	marine, habitat	1131	926	81.87444739168878	48313
1f01089a-a95e-4a15-80c2-613868c2f0a3	First Study on Marine Heterobranchia (Gastropoda, Mollusca) in Bangka Archipelago, North Sulawesi, Indonesia	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	Leibniz Institute for the Analysis of Biodiversity Change (LIB)	marine	105	105	100	805
5850a253-4e7c-44ec-a784-87a52fd0556a	Conchological Society of Great Britain & Ireland: non-marine molluscs (fossil & subfossil records)	dccfcdcf-d272-45c8-85cb-e3dbf18b8a34	Conchological Society of Great Britain & Ireland	marine	149	148	99.32885906040268	1608
e5d47a25-9e51-40db-9b5c-3f766be5c7b5	LAGPLON Système d'information de la biodiversité marine des récifs et lagons - Collection des données de biodiversité marine de Nouvelle-Calédonie	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	UAR PatriNat (OFB-MNHN-CNRS-IRD), Paris	marine	952	803	84.34873949579831	5541
968759c2-b249-45f0-8986-34859c30c917	Inventory of the free-living marine nematode specie from el Bibane Lagoon (Tunisia)	e8eada63-4a33-44aa-b2fd-4f71efb222a0	Museu de Ciències Naturals de Barcelona	marine	63	61	96.82539682539682	328
1fedff9c-8dc3-4683-abec-34ea7c84f1af	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (ESC-Part II)	a30d7f59-d3d4-4e89-97dc-de9cf837f591	ASEAN Centre for Biodiversity (ACB)	marine	27	27	100	420
e5e39e97-651f-4b24-89ff-90f50682fd45	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (ESC-Part I)	a30d7f59-d3d4-4e89-97dc-de9cf837f591	ASEAN Centre for Biodiversity (ACB)	marine	34	34	100	434
4af389e3-0d69-46f4-a28b-ab5e35091869	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (SCS-Part II)	a30d7f59-d3d4-4e89-97dc-de9cf837f591	ASEAN Centre for Biodiversity (ACB)	marine	36	36	100	632
4d048f1a-277d-49b6-a03f-a6e6459b80d7	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (YS-Part I)	a30d7f59-d3d4-4e89-97dc-de9cf837f591	ASEAN Centre for Biodiversity (ACB)	marine	38	38	100	827
9fc61a28-e2b9-4b13-bdb3-56987a0d49e6	Observation data collected by Marine Biological Museum, Chinese Academy of Sciences (YS-Part II)	a30d7f59-d3d4-4e89-97dc-de9cf837f591	ASEAN Centre for Biodiversity (ACB)	marine	29	29	100	863
c667b83e-106e-49bd-a4af-0f9a016e28c4	Free-living marine Nematodes from Puerto Madryn and Pozo sandy beaches (Chubut, Argentina), 2006.	b62390e0-0e35-11d9-8431-b8a03c50a862	CCT CONICET-CENPAT Centro Científico Tecnológico	marine, beach	25	24	96	631
653ed711-e58d-465f-95f7-3d9f60442297	Marine benthic dataset (version 1) commissioned by UKOOA	bb108780-00da-49a7-ba12-40a25192a626	Joint Nature Conservation Committee	marine, benthic	1271	1261	99.213217938631	141235
7940f474-4cb3-4a49-b4f6-58f8c363dba1	North East Scotland Terrestrial Mammals 1900-2017 (excluding squirrels, wild cats and marine mammals)	f13cb487-bf52-456f-a319-edc21642462c	North East Scotland Biological Records Centre	marine	36	29	80.55555555555556	58943
